spec_id,taxonomy,option,controls,tier_spec,weight_id,outcome,endogenous_var,instrument_set,first_stage_f,first_stage_p,partial_r2,status,note
policy_block__partial_iv__FE__mayor_gov_pres__w_owners_muni_univ,policy_block,partial_iv,FE,mayor_gov_pres,w_owners_muni_univ,log_gdp,s_policy_block_Ind,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Serv + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Serv + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Serv,5.6287326120214,9.28864686870003e-10,,ok,""
policy_block__partial_iv__FE__mayor_gov_pres__w_owners_muni_univ,policy_block,partial_iv,FE,mayor_gov_pres,w_owners_muni_univ,log_gdp,s_policy_block_Infra,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Serv + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Serv + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Serv,2.80841684665855,0.000753074067265581,,ok,""
policy_block__full_iv__FE__mayor__w_owners_muni_univ,policy_block,full_iv,FE,mayor,w_owners_muni_univ,log_gdp,s_policy_block_Agro,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Serv + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block,1.91736263873083,0.104476024618075,,ok,""
policy_block__full_iv__FE__mayor__w_owners_muni_univ,policy_block,full_iv,FE,mayor,w_owners_muni_univ,log_gdp,s_policy_block_Ind,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Serv + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block,4.7029902398092,0.000856425216153561,,ok,""
policy_block__full_iv__FE__mayor__w_owners_muni_univ,policy_block,full_iv,FE,mayor,w_owners_muni_univ,log_gdp,s_policy_block_Infra,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Serv + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block,4.21114511991711,0.00207344751729167,,ok,""
policy_block__full_iv__FE__mayor__w_owners_muni_univ,policy_block,full_iv,FE,mayor,w_owners_muni_univ,log_gdp,total_bndes_initial_gdp,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Serv + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block,1.47531089189668,0.206656497323753,,ok,""
policy_block__full_iv__FE__gov__w_owners_muni_univ,policy_block,full_iv,FE,gov,w_owners_muni_univ,log_gdp,s_policy_block_Agro,a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Serv + a10_Ztotal_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block,2.82016205403699,0.0235908354288819,,ok,""
policy_block__full_iv__FE__gov__w_owners_muni_univ,policy_block,full_iv,FE,gov,w_owners_muni_univ,log_gdp,s_policy_block_Ind,a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Serv + a10_Ztotal_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block,4.40620578384428,0.00146189355510954,,ok,""
policy_block__full_iv__FE__gov__w_owners_muni_univ,policy_block,full_iv,FE,gov,w_owners_muni_univ,log_gdp,s_policy_block_Infra,a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Serv + a10_Ztotal_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block,3.31312539076046,0.0101096351341661,,ok,""
policy_block__full_iv__FE__gov__w_owners_muni_univ,policy_block,full_iv,FE,gov,w_owners_muni_univ,log_gdp,total_bndes_initial_gdp,a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Serv + a10_Ztotal_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block,1.07349689319899,0.367685983035535,,ok,""
policy_block__full_iv__FE__mayor_gov__w_owners_muni_univ,policy_block,full_iv,FE,mayor_gov,w_owners_muni_univ,log_gdp,s_policy_block_Agro,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Serv + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Serv + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block + a10_Ztotal_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block,2.36276188673262,0.0154001850811792,,ok,""
policy_block__full_iv__FE__mayor_gov__w_owners_muni_univ,policy_block,full_iv,FE,mayor_gov,w_owners_muni_univ,log_gdp,s_policy_block_Ind,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Serv + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Serv + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block + a10_Ztotal_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block,4.07862514314349,7.19791598652022e-05,,ok,""
policy_block__full_iv__FE__mayor_gov__w_owners_muni_univ,policy_block,full_iv,FE,mayor_gov,w_owners_muni_univ,log_gdp,s_policy_block_Infra,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Serv + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Serv + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block + a10_Ztotal_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block,3.42511253380569,0.0006034988945719,,ok,""
policy_block__full_iv__FE__mayor_gov__w_owners_muni_univ,policy_block,full_iv,FE,mayor_gov,w_owners_muni_univ,log_gdp,total_bndes_initial_gdp,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Serv + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Serv + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block + a10_Ztotal_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block,1.38054591562922,0.199216659344682,,ok,""
policy_block__full_iv__FE__mayor_pres__w_owners_muni_univ,policy_block,full_iv,FE,mayor_pres,w_owners_muni_univ,log_gdp,s_policy_block_Agro,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Serv + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Serv + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block + a10_Ztotal_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block,2.30779777447327,0.0180237301208738,,ok,""
policy_block__full_iv__FE__mayor_pres__w_owners_muni_univ,policy_block,full_iv,FE,mayor_pres,w_owners_muni_univ,log_gdp,s_policy_block_Ind,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Serv + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Serv + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block + a10_Ztotal_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block,7.33929902840936,8.39529367041631e-10,,ok,""
policy_block__full_iv__FE__mayor_pres__w_owners_muni_univ,policy_block,full_iv,FE,mayor_pres,w_owners_muni_univ,log_gdp,s_policy_block_Infra,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Serv + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Serv + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block + a10_Ztotal_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block,2.60740002771453,0.00753619401210732,,ok,""
policy_block__full_iv__FE__mayor_pres__w_owners_muni_univ,policy_block,full_iv,FE,mayor_pres,w_owners_muni_univ,log_gdp,total_bndes_initial_gdp,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Serv + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Serv + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block + a10_Ztotal_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block,1.33352758822388,0.221234214075969,,ok,""
policy_block__full_iv__FE__mayor_gov_pres__w_owners_muni_univ,policy_block,full_iv,FE,mayor_gov_pres,w_owners_muni_univ,log_gdp,s_policy_block_Agro,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Serv + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Serv + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Serv + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block + a10_Ztotal_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block + a10_Ztotal_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block,2.22538579678738,0.00852748878509283,,ok,""
policy_block__full_iv__FE__mayor_gov_pres__w_owners_muni_univ,policy_block,full_iv,FE,mayor_gov_pres,w_owners_muni_univ,log_gdp,s_policy_block_Ind,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Serv + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Serv + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Serv + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block + a10_Ztotal_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block + a10_Ztotal_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block,5.63087254451646,9.18710892310799e-10,,ok,""
